timestamp,BTC-PERP,ETH-PERP,SOL-PERP
1655686800,20782.0,1213.2,37.7975
1655690400,20782.0,1213.2,37.7975
1655694000,20782.0,1213.2,37.7975
1655697600,20782.0,1213.2,37.7975
1655701200,20781.0,1213.2,37.7975
1655704800,20781.0,1213.2,37.7975
1655708400,20781.0,1213.2,37.7975
1655712000,20777.0,1213.3,37.7975
1655715600,20777.0,1213.3,37.7975
1655719200,20777.0,1213.3,37.7975
1655722800,20777.0,1213.3,37.7975
1655726400,20777.0,1213.4,37.7975
1655730000,20777.0,1213.4,37.7975
1655733600,20777.0,1213.4,37.7975
1655737200,20777.0,1213.4,37.7975
1655740800,20777.0,1213.4,37.7975
1655744400,20777.0,1213.4,37.7975
1655748000,20777.0,1213.4,37.7975
1655751600,20777.0,1213.4,37.7975
1655755200,20777.0,1213.4,37.7975
1655758800,20777.0,1213.4,37.8
1655762400,20777.0,1213.4,37.8
1655766000,20777.0,1213.4,37.8
1655769600,20777.0,1213.4,37.8
1655773200,20777.0,1213.4,37.8
1655776800,20777.0,1213.4,37.795
1655780400,20777.0,1213.5,37.795
1655784000,20776.0,1213.5,37.795
1655787600,20776.0,1213.5,37.79
1655791200,20774.0,1213.5,37.79
1655794800,20774.0,1213.5,37.785
1655798400,20774.0,1213.5,37.785
1655802000,20773.0,1213.5,37.785
1655805600,20773.0,1213.5,37.785
1655809200,20773.0,1213.5,37.785
1655812800,20773.0,1213.5,37.785
1655816400,20773.0,1213.5,37.7825
1655820000,20773.0,1213.6,37.7825
1655823600,20773.0,1213.6,37.7825
1655827200,20773.0,1213.6,37.7825
1655830800,20773.0,1213.6,37.78
1655834400,20773.0,1213.6,37.7775
1655838000,20773.0,1213.6,37.7775
1655841600,20773.0,1213.6,37.7775
1655845200,20773.0,1213.6,37.7775
1655848800,20773.0,1213.6,37.7775
1655852400,20771.0,1213.6,37.7775
1655856000,20771.0,1213.6,37.7775
1655859600,20771.0,1213.6,37.7775
1655863200,20771.0,1213.6,37.7775
1655866800,20771.0,1213.6,37.7775
1655870400,20771.0,1213.6,37.7725
1655874000,20771.0,1213.6,37.7725
1655877600,20771.0,1213.6,37.7725
1655881200,20771.0,1213.6,37.7725
1655884800,20771.0,1213.6,37.7725
1655888400,20771.0,1213.6,37.7725
1655892000,20771.0,1213.6,37.7725
1655895600,20770.0,1213.7,37.7725
1655899200,20770.0,1213.7,37.7725
1655902800,20770.0,1213.7,37.7725
1655906400,20770.0,1213.7,37.7725
1655910000,20770.0,1213.7,37.7725
1655913600,20770.0,1213.7,37.7725
1655917200,20770.0,1213.7,37.7725
1655920800,20770.0,1213.7,37.775
1655924400,20770.0,1213.7,37.775
1655928000,20770.0,1213.7,37.775
1655931600,20770.0,1213.7,37.775
1655935200,20770.0,1213.7,37.775
1655938800,20770.0,1213.7,37.775
1655942400,20770.0,1213.7,37.785
1655946000,20770.0,1213.7,37.785
1655949600,20770.0,1213.7,37.785
1655953200,20770.0,1213.7,37.78
1655956800,20770.0,1213.7,37.78
1655960400,20770.0,1213.7,37.78
1655964000,20771.0,1213.7,37.78
1655967600,20771.0,1213.7,37.78
1655971200,20771.0,1213.7,37.78
1655974800,20770.0,1213.7,37.7825
1655978400,20770.0,1213.7,37.7825
1655982000,20770.0,1213.7,37.7825
1655985600,20770.0,1213.7,37.7825
1655989200,20770.0,1213.7,37.7825
1655992800,20770.0,1213.7,37.78
1655996400,20770.0,1213.7,37.78
1656000000,20770.0,1213.7,37.78
1656003600,20770.0,1213.7,37.78
1656007200,20770.0,1213.7,37.78
1656010800,20770.0,1213.7,37.78
1656014400,20770.0,1213.7,37.78
1656018000,20770.0,1213.7,37.78
1656021600,20770.0,1213.7,37.78
1656025200,20770.0,1213.7,37.78
1656028800,20770.0,1213.7,37.78
1656032400,20770.0,1213.7,37.7775
1656036000,20770.0,1213.7,37.7775
1656039600,20770.0,1213.7,37.7775
1656043200,20770.0,1213.7,37.7775
1656046800,20770.0,1213.7,37.7775
1656050400,20770.0,1213.7,37.7775
1656054000,20770.0,1213.7,37.7775
1656057600,20770.0,1213.7,37.775
1656061200,20770.0,1213.7,37.775
1656064800,20770.0,1213.7,37.775
1656068400,20770.0,1213.7,37.78
1656072000,20770.0,1213.7,37.78
1656075600,20770.0,1213.7,37.78
1656079200,20770.0,1213.8,37.78
1656082800,20770.0,1213.8,37.78
1656086400,20770.0,1213.9,37.78
1656090000,20770.0,1213.9,37.78
1656093600,20770.0,1213.9,37.78
1656097200,20770.0,1213.9,37.78
1656100800,20770.0,1213.9,37.78
1656104400,20770.0,1213.9,37.78
1656108000,20770.0,1213.9,37.78
